"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","loadingOverlay_af017a src","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"[","Friday, October 10, 2025 at 10:14 AM","Call Sweep","APLD","30","12/19/2025","Call","Ask","400","$488K","753","2,602","2 hours ago","Friday, October 10, 2025 at 9:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:14 AM","]"
"[","Friday, October 10, 2025 at 10:14 AM","Call Sweep","APLD","30","12/19/2025","Call","Ask","550","$671K","1,353","2,602","2 hours ago","Friday, October 10, 2025 at 9:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:14 AM","]"
"—","Friday, October 10, 2025 at 10:16 AM","Put Sweep","TSLA","350","12/17/2027","Put","Above","171","$1.3M","400","3,477","an hour ago","Friday, October 10, 2025 at 10:01 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:18 AM","Put Sweep","GLD","375","09/18/2026","Put","Ask","200","$524K","200","63","an hour ago","Friday, October 10, 2025 at 10:03 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:18 AM","]"
"[","Friday, October 10, 2025 at 10:20 AM","Call Sweep","QBTS","38","12/19/2025","Call","Above","1,100","$693.5K","1,613","1,694","an hour ago","Friday, October 10, 2025 at 10:05 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:20 AM","]"
"[","Friday, October 10, 2025 at 10:21 AM","Call Sweep","CRCL","220","01/16/2026","Call","Above","643","$788.3K","698","2,007","an hour ago","Friday, October 10, 2025 at 10:06 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:21 AM","]"
"—","Friday, October 10, 2025 at 10:23 AM","Call Sweep","LEU","400","10/17/2025","Call","Ask","290","$693.1K","638","378","an hour ago","Friday, October 10, 2025 at 10:08 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:28 AM","Put Sweep","GLD","365","02/20/2026","Put","Ask","682","$913.9K","689","74","an hour ago","Friday, October 10, 2025 at 10:12 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:28 AM","]"
"[","Friday, October 10, 2025 at 10:29 AM","Call Sweep","GLD","375","02/20/2026","Call","Above","300","$423.3K","313","1,894","an hour ago","Friday, October 10, 2025 at 10:14 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:29 AM","]"
"—","Friday, October 10, 2025 at 10:32 AM","Call Sweep","NVDA","190","10/10/2025","Call","Above","4,954","$2.2M","32,783","53,025","an hour ago","Friday, October 10, 2025 at 10:17 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:33 AM","Put Sweep","SLV","44.5","10/17/2025","Put","Ask","5,734","$470.2K","5,867","3,394","an hour ago","Friday, October 10, 2025 at 10:18 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:33 AM","]"
"[","Friday, October 10, 2025 at 10:36 AM","Put Sweep","SLV","44.5","11/21/2025","Put","Above","2,255","$486.6K","2,377","2,166","an hour ago","Friday, October 10, 2025 at 10:21 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:36 AM","]"
"[","Friday, October 10, 2025 at 10:36 AM","Unusual Put Sweep","SLV","44.5","10/17/2025","Put","Ask","5,223","$417.8K","11,103","3,394","an hour ago","Friday, October 10, 2025 at 10:21 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:36 AM","]"
"—","Friday, October 10, 2025 at 10:40 AM","Call Sweep","MU","200","10/31/2025","Call","Ask","1,000","$700K","1,211","3,879","an hour ago","Friday, October 10, 2025 at 10:25 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:43 AM","Unusual Call Sweep","C","60","01/21/2028","Call","Ask","200","$850K","200","14","an hour ago","Friday, October 10, 2025 at 10:28 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:43 AM","]"
"[","Friday, October 10, 2025 at 10:44 AM","Unusual Put Sweep","COIN","397.5","10/10/2025","Put","Ask","512","$419.8K","1,333","30","an hour ago","Friday, October 10, 2025 at 10:29 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:44 AM","]"
"[","Friday, October 10, 2025 at 10:45 AM","Call Sweep","IBIT","70","05/15/2026","Call","Ask","494","$560.7K","710","441","59 minutes ago","Friday, October 10, 2025 at 10:30 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:45 AM","]"
"[","Friday, October 10, 2025 at 10:47 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","848","$826.8K","855","92","59 minutes ago","Friday, October 10, 2025 at 10:32 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:47 AM","]"
"[","Friday, October 10, 2025 at 10:47 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","929","$905.8K","1,799","92","59 minutes ago","Friday, October 10, 2025 at 10:32 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:47 AM","]"
"—","Friday, October 10, 2025 at 10:48 AM","Call Sweep","BE","70","01/16/2026","Call","Ask","278","$861.8K","333","1,780","58 minutes ago","Friday, October 10, 2025 at 10:33 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:49 AM","Call Sweep","NVTS","5","01/15/2027","Call","Ask","1,006","$543.2K","1,218","8,504","55 minutes ago","Friday, October 10, 2025 at 10:34 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:49 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Put Sweep","AMD","230","10/17/2025","Put","Above","600","$498.1K","4,881","3,768","53 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Put Sweep","IREN","75","10/17/2025","Put","Ask","1,089","$1M","3,192","92","53 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:51 AM","Unusual Call Sweep","OKLO","220","11/21/2025","Call","Above","500","$542.4K","673","158","53 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:51 AM","]"
"[","Friday, October 10, 2025 at 10:52 AM","Call Sweep","URNM","50","01/16/2026","Call","Ask","369","$553.5K","723","12,325","53 minutes ago","Friday, October 10, 2025 at 10:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:52 AM","]"
"[","Friday, October 10, 2025 at 10:52 AM","Call Sweep","WULF","10","06/18/2026","Call","Ask","823","$576.1K","852","5,001","53 minutes ago","Friday, October 10, 2025 at 10:37 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:52 AM","]"
"—","Friday, October 10, 2025 at 10:55 AM","Unusual Call Sweep","CAT","640","05/15/2026","Call","Ask","400","$594K","402","99","49 minutes ago","Friday, October 10, 2025 at 10:40 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:57 AM","Unusual Put Sweep","OKLO","160","10/31/2025","Put","Ask","320","$660.8K","362","1","49 minutes ago","Friday, October 10, 2025 at 10:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:57 AM","]"
"[","Friday, October 10, 2025 at 10:57 AM","Put Sweep","OKLO","160","10/31/2025","Put","Ask","650","$1.3M","1,012","1","49 minutes ago","Friday, October 10, 2025 at 10:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:57 AM","]"
"[","Friday, October 10, 2025 at 10:59 AM","Call Sweep","NVDA","320","12/17/2027","Call","Above","408","$873.1K","411","4,974","46 minutes ago","Friday, October 10, 2025 at 10:44 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:59 AM","]"
"—","Friday, October 10, 2025 at 11:04 AM","Call Sweep","NVDA","225","06/18/2026","Call","Ask","686","$1.3M","715","3,609","41 minutes ago","Friday, October 10, 2025 at 10:49 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:06 AM","Call Sweep","IBIT","69","11/21/2025","Call","Ask","2,000","$860K","2,189","7,026","40 minutes ago","Friday, October 10, 2025 at 10:51 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:06 AM","]"
"[","Friday, October 10, 2025 at 11:07 AM","Call Sweep","ORCL","290","10/17/2025","Call","Ask","300","$675K","4,929","4,183","39 minutes ago","Friday, October 10, 2025 at 10:52 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:07 AM","]"
"—","Friday, October 10, 2025 at 11:13 AM","Call Sweep","AMD","240","01/16/2026","Call","Ask","600","$1.2M","2,717","6,179","31 minutes ago","Friday, October 10, 2025 at 10:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 11:14 AM","Put Sweep","TSLA","270","12/19/2025","Put","Ask","1,633","$424.6K","1,641","6,806","32 minutes ago","Friday, October 10, 2025 at 10:58 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","COIN","440","01/16/2026","Call","Ask","160","$518.4K","342","834","32 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","MP","70","10/10/2025","Call","Ask","637","$401.3K","729","1,523","32 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:14 AM","Call Sweep","NVDA","185","02/20/2026","Call","Ask","313","$809.1K","456","8,449","32 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:14 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","TSLA","460","11/21/2025","Call","Ask","352","$887K","541","10,346","32 minutes ago","Friday, October 10, 2025 at 10:59 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","PLTR","187.5","10/17/2025","Call","Ask","1,801","$612.3K","5,172","22,902","31 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Call Sweep","AMD","230","01/16/2026","Call","Ask","250","$598.8K","1,249","12,542","29 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:15 AM","Put Sweep","MU","187.5","10/31/2025","Put","Ask","1,104","$1.2M","1,107","686","29 minutes ago","Friday, October 10, 2025 at 11:00 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:15 AM","]"
"[","Friday, October 10, 2025 at 11:16 AM","Put Sweep","TSLA","430","10/17/2025","Put","Ask","401","$463.2K","7,234","7,550","29 minutes ago","Friday, October 10, 2025 at 11:01 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:16 AM","]"
"[","Friday, October 10, 2025 at 11:17 AM","Unusual Call Sweep","GLD","369","10/31/2025","Call","Ask","1,586","$1.1M","1,613","449","29 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:17 AM","]"
"[","Friday, October 10, 2025 at 11:17 AM","Call Sweep","AVGO","380","11/21/2025","Call","Above","500","$429.8K","1,478","5,122","27 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:17 AM","]"
"[","Friday, October 10, 2025 at 11:18 AM","Call Sweep","BMNR","56","10/24/2025","Call","Ask","1,000","$460K","1,048","2,710","27 minutes ago","Friday, October 10, 2025 at 11:02 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:18 AM","]"
"[","Friday, October 10, 2025 at 11:18 AM","Call Sweep","NVDA","205","12/19/2025","Call","Ask","802","$806K","1,212","31,919","27 minutes ago","Friday, October 10, 2025 at 11:03 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:18 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Call Sweep","ORCL","305","10/17/2025","Call","Ask","450","$504K","2,907","2,256","27 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","366","11/14/2025","Put","Ask","594","$463.3K","668","66","25 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
"[","Friday, October 10, 2025 at 11:19 AM","Unusual Put Sweep","GLD","367","11/14/2025","Put","Ask","727","$599.8K","730","112","25 minutes ago","Friday, October 10, 2025 at 11:04 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","11:19 AM","]"
